word,countUni,count,name,party,state,vote,sex
"casa",0,0,"Iracema Portella","PP","PI","SIM","F"
"casa",0,0,"Júlio César","PSD","PI","SIM","M"
"casa",0,0,"Marcelo Castro","PMDB","PI","NAO","M"
"casa",0,0,"Paes Landim","PTB","PI","NAO","M"
"casa",0,0,"Rejane Dias","PT","PI","NAO","F"
"casa",0,0,"Rodrigo Martins","PSB","PI","SIM","M"
"casa",0,0,"Antônio Jácome","PTN","RN","SIM","M"
"casa",1,1,"Beto Rosado","PP","RN","SIM","M"
"casa",0,0,"Fábio Faria","PSD","RN","SIM","M"
"casa",0,0,"Felipe Maia","DEM","RN","SIM","M"
"casa",0,0,"Rafael Motta","PSB","RN","SIM","M"
"casa",0,0,"Rogério Marinho","PSDB","RN","SIM","M"
"casa",0,0,"Walter Alves","PMDB","RN","SIM","M"
"casa",0,0,"Zenaide Maia","PR","RN","NAO","F"
"casa",0,0,"Adelmo Carneiro Leão","PT","MG","NAO","M"
"casa",0,0,"Aelton Freitas","PR","MG","NAO","M"
"casa",0,0,"Bilac Pinto","PR","MG","SIM","M"
"casa",0,0,"Bonifácio de Andrada","PSDB","MG","SIM","M"
"casa",0,0,"Brunny","PR","MG","NAO","F"
"casa",0,0,"Caio Narcio","PSDB","MG","SIM","M"
"casa",0,0,"Carlos Melles","DEM","MG","SIM","M"
"casa",0,0,"Dâmina Pereira","PSL","MG","SIM","F"
"casa",0,0,"Delegado Edson Moreira","PSL","MG","SIM","M"
"casa",0,0,"Diego Andrade","PSD","MG","SIM","M"
"casa",0,0,"Dimas Fabiano","PP","MG","SIM","M"
"casa",0,0,"Domingos Sávio","PSDB","MG","SIM","M"
"casa",0,0,"Eduardo Barbosa","PSDB","MG","SIM","M"
"casa",0,0,"Eros Biondini","PROS","MG","SIM","M"
"casa",0,0,"Fábio Ramalho","PMDB","MG","SIM","M"
"casa",0,0,"Franklin Lima","PP","MG","SIM","M"
"casa",0,0,"Gabriel Guimarães","PT","MG","NAO","M"
"casa",1,1,"George Hilton","PROS","MG","NAO","M"
"casa",1,1,"Jaime Martins","PSD","MG","SIM","M"
"casa",0,0,"Jô Moraes","PCDOB","MG","NAO","F"
"casa",1,1,"Júlio Delgado","PSB","MG","SIM","M"
"casa",0,0,"Laudivio Carvalho","SD","MG","SIM","M"
"casa",1,1,"Leonardo Monteiro","PT","MG","NAO","M"
"casa",0,0,"Leonardo Quintão","PMDB","MG","SIM","M"
"casa",0,0,"Lincoln Portela","PRB","MG","SIM","M"
"casa",0,0,"Luis Tibé","PTDOB","MG","SIM","M"
"casa",0,0,"Luiz Fernando Faria","PP","MG","SIM","M"
"casa",0,0,"Marcelo Álvaro Antônio","PR","MG","SIM","M"
"casa",0,0,"Marcelo Aro","PHS","MG","SIM","M"
"casa",0,0,"Marcos Montes","PSD","MG","SIM","M"
"casa",0,0,"Marcus Pestana","PSDB","MG","SIM","M"
"casa",0,0,"Margarida Salomão","PT","MG","NAO","F"
"casa",0,0,"Mário Heringer","PDT","MG","SIM","M"
"casa",0,0,"Mauro Lopes","PMDB","MG","SIM","M"
"casa",0,0,"Miguel Corrêa","PT","MG","NAO","M"
"casa",0,0,"Misael Varella","DEM","MG","SIM","M"
"casa",0,0,"Newton Cardoso Jr","PMDB","MG","SIM","M"
"casa",0,0,"Odelmo Leão","PP","MG","SIM","M"
"casa",0,0,"Padre João","PT","MG","NAO","M"
"casa",2,2,"Patrus Ananias","PT","MG","NAO","M"
"casa",0,0,"Paulo Abi-Ackel","PSDB","MG","SIM","M"
"casa",0,0,"Raquel Muniz","PSD","MG","SIM","F"
"casa",0,0,"Reginaldo Lopes","PT","MG","NAO","M"
"casa",0,0,"Renzo Braz","PP","MG","SIM","M"
"casa",0,0,"Rodrigo de Castro","PSDB","MG","SIM","M"
"casa",0,0,"Rodrigo Pacheco","PMDB","MG","SIM","M"
"casa",0,0,"Saraiva Felipe","PMDB","MG","SIM","M"
"casa",0,0,"Stefano Aguiar","PSD","MG","SIM","M"
"casa",1,1,"Subtenente Gonzaga","PDT","MG","SIM","M"
"casa",0,0,"Tenente Lúcio","PSB","MG","SIM","M"
"casa",0,0,"Toninho Pinheiro","PP","MG","SIM","M"
"casa",0,0,"Weliton Prado","PMB","MG","SIM","M"
"casa",0,0,"Zé Silva","SD","MG","SIM","M"
"casa",1,1,"Afonso Florence","PT","BA","NAO","M"
"casa",0,0,"Alice Portugal","PCDOB","BA","NAO","F"
"casa",0,0,"Antonio Brito","PSD","BA","NAO","M"
"casa",0,0,"Antonio Imbassahy","PSDB","BA","SIM","M"
"casa",0,0,"Arthur Oliveira Maia","PPS","BA","SIM","M"
"casa",0,0,"Bacelar","PTN","BA","NAO","M"
"casa",0,0,"Bebeto","PSB","BA","NAO","M"
"casa",0,0,"Benito Gama","PTB","BA","SIM","M"
"casa",0,0,"Caetano","PT","BA","NAO","M"
"casa",0,0,"Claudio Cajado","DEM","BA","SIM","M"
"casa",0,0,"Daniel Almeida","PCDOB","BA","NAO","M"
"casa",0,0,"Davidson Magalhães","PCDOB","BA","NAO","M"
"casa",0,0,"Elmar Nascimento","DEM","BA","SIM","M"
"casa",0,0,"Erivelton Santana","PEN","BA","SIM","M"
"casa",0,0,"Félix Mendonça Júnior","PDT","BA","NAO","M"
"casa",0,0,"Fernando Torres","PSD","BA","NAO","M"
"casa",0,0,"Irmão Lázaro","PSC","BA","SIM","M"
"casa",0,0,"João Carlos Bacelar","PR","BA","NAO","M"
"casa",0,0,"João Gualberto","PSDB","BA","SIM","M"
"casa",0,0,"Jorge Solla","PT","BA","NAO","M"
"casa",0,0,"José Carlos Aleluia","DEM","BA","SIM","M"
"casa",0,0,"José Carlos Araújo","PR","BA","NAO","M"
"casa",0,0,"José Nunes","PSD","BA","NAO","M"
"casa",0,0,"José Rocha","PR","BA","NAO","M"
"casa",0,0,"Jutahy Junior","PSDB","BA","SIM","M"
"casa",0,0,"Lucio Vieira Lima","PMDB","BA","SIM","M"
"casa",0,0,"Márcio Marinho","PRB","BA","SIM","M"
"casa",0,0,"Moema Gramacho","PT","BA","NAO","F"
"casa",0,0,"Paulo Azi","DEM","BA","SIM","M"
"casa",0,0,"Paulo Magalhães","PSD","BA","NAO","M"
"casa",0,0,"Roberto Britto","PP","BA","NAO","M"
"casa",0,0,"Ronaldo Carletto","PP","BA","NAO","M"
"casa",0,0,"Sérgio Brito","PSD","BA","NAO","M"
"casa",0,0,"Tia Eron","PRB","BA","SIM","F"
"casa",0,0,"Uldurico Junior","PV","BA","SIM","M"
"casa",0,0,"Valmir Assunção","PT","BA","NAO","M"
"casa",0,0,"Waldenor Pereira","PT","BA","NAO","M"
"casa",0,0,"Aguinaldo Ribeiro","PP","PB","SIM","M"
"casa",0,0,"Benjamin Maranhão","SD","PB","SIM","M"
"casa",0,0,"Damião Feliciano","PDT","PB","NAO","M"
"casa",0,0,"Efraim Filho","DEM","PB","SIM","M"
"casa",1,1,"Hugo Motta","PMDB","PB","SIM","M"
"casa",0,0,"Luiz Couto","PT","PB","NAO","M"
"casa",1,1,"Manoel Junior","PMDB","PB","SIM","M"
"casa",0,0,"Pedro Cunha Lima","PSDB","PB","SIM","M"
"casa",1,1,"Rômulo Gouveia","PSD","PB","SIM","M"
"casa",0,0,"Veneziano Vital do Rêgo","PMDB","PB","SIM","M"
"casa",0,0,"Wellington Roberto","PR","PB","NAO","M"
"casa",0,0,"Wilson Filho","PTB","PB","SIM","M"
"casa",0,0,"Adalberto Cavalcanti","PTB","PE","NAO","M"
"casa",1,1,"Anderson Ferreira","PR","PE","SIM","M"
"casa",1,1,"André de Paula","PSD","PE","SIM","M"
"casa",0,0,"Augusto Coutinho","SD","PE","SIM","M"
"casa",2,2,"Betinho Gomes","PSDB","PE","SIM","M"
"casa",0,0,"Bruno Araújo","PSDB","PE","SIM","M"
"casa",1,1,"Daniel Coelho","PSDB","PE","SIM","M"
"casa",0,0,"Danilo Cabral","PSB","PE","SIM","M"
"casa",0,0,"Eduardo da Fonte","PP","PE","SIM","M"
"casa",0,0,"Fernando Coelho Filho","PSB","PE","SIM","M"
"casa",0,0,"Gonzaga Patriota","PSB","PE","SIM","M"
"casa",1,1,"Jarbas Vasconcelos","PMDB","PE","SIM","M"
"casa",0,0,"João Fernando Coutinho","PSB","PE","SIM","M"
"casa",0,0,"Jorge Côrte Real","PTB","PE","SIM","M"
"casa",0,0,"Kaio Maniçoba","PMDB","PE","SIM","M"
"casa",0,0,"Luciana Santos","PCDOB","PE","NAO","F"
"casa",0,0,"Marinaldo Rosendo","PSB","PE","SIM","M"
"casa",0,0,"Mendonça Filho","DEM","PE","SIM","M"
"casa",0,0,"Pastor Eurico","PHS","PE","SIM","M"
"casa",1,1,"Ricardo Teobaldo","PTN","PE","NAO","M"
"casa",0,0,"Silvio Costa","PTDOB","PE","NAO","M"
"casa",1,1,"Tadeu Alencar","PSB","PE","SIM","M"
"casa",0,0,"Wolney Queiroz","PDT","PE","NAO","M"
"casa",0,0,"Zeca Cavalcanti","PTB","PE","NAO","M"
"casa",0,0,"Adelson Barreto","PR","SE","SIM","M"
"casa",0,0,"André Moura","PSC","SE","SIM","M"
"casa",0,0,"Fábio Mitidieri","PSD","SE","NAO","M"
"casa",0,0,"Fábio Reis","PMDB","SE","SIM","M"
"casa",0,0,"João Daniel","PT","SE","NAO","M"
"casa",0,0,"Jony Marcos","PRB","SE","SIM","M"
"casa",0,0,"Laércio Oliveira","SD","SE","SIM","M"
"casa",0,0,"Valadares Filho","PSB","SE","SIM","M"
"casa",2,2,"Arthur Lira","PP","AL","SIM","M"
"casa",0,0,"Cícero Almeida","PMDB","AL","SIM","M"
"casa",3,3,"Givaldo Carimbão","PHS","AL","NAO","M"
"casa",0,0,"JHC","PSB","AL","SIM","M"
"casa",0,0,"Marx Beltrão","PMDB","AL","SIM","M"
"casa",0,0,"Maurício Quintella Lessa","PR","AL","SIM","M"
"casa",1,1,"Paulão","PT","AL","NAO","M"
"casa",0,0,"Pedro Vilela","PSDB","AL","SIM","M"
"casa",0,0,"Ronaldo Lessa","PDT","AL","NAO","M"
"corrupcao",1,1,"Abel Mesquita Jr","DEM","RR","SIM","M"
"corrupcao",1,1,"Carlos Andrade","PHS","RR","SIM","M"
"corrupcao",0,0,"Édio Lopes","PR","RR","NAO","M"
"corrupcao",0,0,"Hiran Gonçalves","PP","RR","SIM","M"
"corrupcao",1,1,"Jhonatan de Jesus","PRB","RR","SIM","M"
"corrupcao",0,0,"Maria Helena","PSB","RR","SIM","F"
"corrupcao",0,0,"Remídio Monai","PR","RR","SIM","M"
"corrupcao",0,0,"Shéridan","PSDB","RR","SIM","F"
"corrupcao",0,0,"Afonso Hamm","PP","RS","SIM","M"
"corrupcao",0,0,"Afonso Motta","PDT","RS","NAO","M"
"corrupcao",0,0,"Alceu Moreira","PMDB","RS","SIM","M"
"corrupcao",0,0,"Bohn Gass","PT","RS","NAO","M"
"corrupcao",0,0,"Carlos Gomes","PRB","RS","SIM","M"
"corrupcao",0,0,"Covatti Filho","PP","RS","SIM","M"
"corrupcao",0,0,"Danrlei de Deus Hinterholz","PSD","RS","SIM","M"
"corrupcao",0,0,"Darcísio Perondi","PSD","RS","SIM","M"
"corrupcao",1,1,"Giovani Cherini","PDT","RS","SIM","M"
"corrupcao",0,0,"Heitor Schuch","PSB","RS","SIM","M"
"corrupcao",1,1,"Henrique Fontana","PT","RS","NAO","M"
"corrupcao",0,0,"Jerônimo Goergen","PP","RS","SIM","M"
"corrupcao",0,0,"João Derly","REDE","RS","SIM","M"
"corrupcao",0,0,"José Fogaça","PMDB","RS","SIM","M"
"corrupcao",0,0,"José Otávio Germano","PP","RS","SIM","M"
"corrupcao",0,0,"José Stédile","PSB","RS","SIM","M"
"corrupcao",1,1,"Luiz Carlos Heinze","PP","RS","SIM","M"
"corrupcao",0,0,"Luis Carlos Busato","PTB","RS","SIM","M"
"corrupcao",0,0,"Marco Maia","PT","RS","NAO","M"
"corrupcao",0,0,"Marcon","PT","RS","NAO","M"
"corrupcao",0,0,"Maria do Rosário","PT","RS","NAO","M"
"corrupcao",0,0,"Mauro Pereira","PMDB","RS","SIM","M"
"corrupcao",1,1,"Nelson Marchezan Junior","PSDB","RS","SIM","M"
"corrupcao",0,0,"Onyx Lorenzoni","DEM","RS","SIM","M"
"corrupcao",0,0,"Osmar Terra","PMDB","RS","SIM","M"
"corrupcao",1,1,"Paulo Pimenta","PT","RS","NAO","M"
"corrupcao",1,1,"Pepe Vargas","PT","RS","NAO","M"
"corrupcao",0,0,"Renato Molling","PP","RS","SIM","M"
"corrupcao",0,0,"Ronaldo Nogueira","PTB","RS","SIM","M"
"corrupcao",0,0,"Sérgio Moraes","PTB","RS","SIM","M"
"corrupcao",1,1,"Carmen Zanotto","PPS","SC","SIM","F"
"corrupcao",0,0,"Celso Maldaner","PMDB","SC","SIM","M"
"corrupcao",0,0,"Cesar Souza","PSD","SC","SIM","M"
"corrupcao",0,0,"Décio Lima","PT","SC","NAO","M"
"corrupcao",0,0,"Esperidião Amin","PP","SC","SIM","M"
"corrupcao",0,0,"Geovania de Sá","PSDB","SC","SIM","F"
"corrupcao",0,0,"João Paulo Kleinübing","PSD","SC","SIM","M"
"corrupcao",0,0,"João Rodrigues","PSD","SC","SIM","M"
"corrupcao",1,1,"Jorge Boeira","PP","SC","SIM","M"
"corrupcao",1,1,"Jorginho Mello","PR","SC","SIM","M"
"corrupcao",0,0,"Marco Tebaldi","PSDB","SC","SIM","M"
"corrupcao",0,0,"Mauro Mariani","PMDB","SC","SIM","M"
"corrupcao",0,0,"Pedro Uczai","PT","SC","NAO","M"
"corrupcao",1,1,"Rogério Peninha Mendonça","PMDB","SC","SIM","M"
"corrupcao",0,0,"Ronaldo Benedet","PMDB","SC","SIM","M"
"corrupcao",0,0,"Valdir Colatto","PMDB","SC","SIM","M"
"corrupcao",0,0,"André Abdon","PP","AP","SIM","M"
"corrupcao",0,0,"Cabuçu Borges","PMDB","AP","SIM","M"
"corrupcao",0,0,"Janete Capiberibe","PSB","AP","NAO","F"
"corrupcao",0,0,"Jozi Araújo","PTN","AP","NAO","F"
"corrupcao",0,0,"Marcos Reategui","PSD","AP","SIM","M"
"corrupcao",1,1,"Professora Marcivania","PCDOB","AP","NAO","F"
"corrupcao",0,0,"Roberto Góes","PDT","AP","NAO","M"
"corrupcao",0,0,"Arnaldo Jordy","PPS","PA","SIM","M"
"corrupcao",0,0,"Beto Faro","PT","PA","NAO","M"
"corrupcao",0,0,"Delegado Éder Mauro","PSD","PA","SIM","M"
"corrupcao",0,0,"Edmilson Rodrigues","PSOL","PA","NAO","M"
"corrupcao",0,0,"Elcione Barbalho","PMDB","PA","NAO","F"
"corrupcao",0,0,"Francisco Chapadinha","PTN","PA","SIM","M"
"corrupcao",0,0,"Hélio Leite","DEM","PA","SIM","M"
"corrupcao",1,1,"Joaquim Passarinho","PSD","PA","SIM","M"
"corrupcao",0,0,"José Priante","PMDB","PA","SIM","M"
"corrupcao",0,0,"Josué Bengston","PTB","PA","SIM","M"
"corrupcao",0,0,"Júlia Marinho","PSC","PA","SIM","F"
"corrupcao",0,0,"Lúcio Vale","PR","PA","NAO","M"
"corrupcao",0,0,"Nilson Pinto","PSDB","PA","SIM","M"
"corrupcao",0,0,"Simone Morgado","PMDB","PA","NAO","F"
"corrupcao",0,0,"Wladimir Costa","SD","PA","SIM","M"
"corrupcao",0,0,"Zé Geraldo","PT","PA","NAO","M"
"corrupcao",0,0,"Alex Canziani","PTB","PR","SIM","M"
"corrupcao",0,0,"Alfredo Kaefer","PSL","PR","SIM","M"
"corrupcao",0,0,"Aliel Machado","REDE","PR","NAO","M"
"corrupcao",0,0,"Assis do Couto","PDT","PR","NAO","M"
"corrupcao",0,0,"Christiane de Souza Yared","PR","PR","SIM","F"
"corrupcao",0,0,"Diego Garcia","PHS","PR","SIM","M"
"corrupcao",0,0,"Dilceu Sperafico","PP","PR","SIM","M"
"corrupcao",0,0,"Enio Verri","PT","PR","NAO","M"
"corrupcao",0,0,"Evandro Roman","PSD","PR","SIM","M"
"corrupcao",0,0,"Fernando Francischini","SD","PR","SIM","F"
"corrupcao",0,0,"Giacobo","PR","PR","SIM","M"
"corrupcao",0,0,"Hermes Parcianello","PMDB","PR","SIM","M"
"corrupcao",0,0,"João Arruda","PMDB","PR","SIM","M"
"corrupcao",0,0,"Leandre","PV","PR","SIM","F"
"corrupcao",0,0,"Leopoldo Meyer","PSB","PR","SIM","M"
"corrupcao",0,0,"Luciano Ducci","PSB","PR","SIM","M"
"corrupcao",0,0,"Luiz Carlos Hauly","PSDB","PR","SIM","M"
"corrupcao",0,0,"Luiz Nishimori","PR","PR","SIM","M"
"corrupcao",0,0,"Marcelo Belinati","PP","PR","SIM","M"
"corrupcao",0,0,"Nelson Meurer","PP","PR","SIM","M"
"corrupcao",0,0,"Nelson Padovani","PSDB","PR","SIM","M"
"corrupcao",0,0,"Osmar Serraglio","PMDB","PR","SIM","M"
"corrupcao",0,0,"Paulo Martins","PSDB","PR","SIM","M"
"corrupcao",0,0,"Ricardo Barros","PP","PR","SIM","M"
"corrupcao",0,0,"Rubens Bueno","PPS","PR","SIM","M"
"corrupcao",0,0,"Sandro Alex","PSD","PR","SIM","M"
"corrupcao",0,0,"Sergio Souza","PMDB","PR","SIM","M"
"corrupcao",0,0,"Takayama","PSC","PR","SIM","M"
"corrupcao",0,0,"Toninho Wandscheer","PROS","PR","SIM","M"
"corrupcao",0,0,"Zeca Dirceu","PT","PR","NAO","M"
"corrupcao",0,0,"Carlos Marun","PMDB","MS","SIM","M"
"corrupcao",0,0,"Dagoberto","PDT","MS","NAO","M"
"corrupcao",0,0,"Elizeu Dionizio","PSDB","MS","SIM","M"
"corrupcao",0,0,"Geraldo Resende","PSDB","MS","SIM","M"
"corrupcao",0,0,"Madetta","DEM","MS","SIM","M"
"corrupcao",0,0,"Tereza Cristina","PSB","MS","SIM","F"
"corrupcao",0,0,"Vander Loubet","PT","MS","NAO","M"
"corrupcao",0,0,"Zeca do PT","PT","MS","NAO","M"
"corrupcao",0,0,"Alfredo Nascimento","PR","AM","SIM","M"
"corrupcao",0,0,"Arthur Virgílio Bisneto","PSDB","AM","SIM","M"
"corrupcao",0,0,"Átila Lins","PSD","AM","SIM","M"
"corrupcao",0,0,"Conceição Sampaio","PP","AM","SIM","F"
"corrupcao",0,0,"Hissa Abrahão","PDT","AM","SIM","M"
"corrupcao",0,0,"Marcos Rotta","PMDB","AM","SIM","M"
"corrupcao",0,0,"Pauderney Avelino","DEM","AM","SIM","M"
"corrupcao",0,0,"Silas Câmara","PRB","AM","SIM","M"
"corrupcao",1,1,"Expedito Netto","PSD","RO","SIM","M"
"corrupcao",0,0,"Lindomar Garçon","PRB","RO","SIM","M"
"corrupcao",0,0,"Lucio Mosquini","PMDB","RO","SIM","M"
"corrupcao",0,0,"Luiz Cláudio","PR","RO","SIM","M"
"corrupcao",1,1,"Marcos Rogério","DEM","RO","SIM","M"
"corrupcao",0,0,"Mariana Carvalho","PSDB","RO","SIM","F"
"corrupcao",0,0,"Marinha Raupp","PMDB","RO","SIM","F"
"corrupcao",0,0,"Nilton Capixaba","PTB","RO","SIM","M"
"corrupcao",1,1,"Alexandre Baldy","PTN","GO","SIM","M"
"corrupcao",0,0,"Célio Silveira","PSDB","GO","SIM","M"
"corrupcao",0,0,"Daniel Vilela","PMDB","GO","SIM","M"
"corrupcao",0,0,"Delegado Waldir","PR","GO","SIM","M"
"corrupcao",0,0,"Fábio Souza","PSDB","GO","SIM","M"
"corrupcao",0,0,"Flávia Morais","PDT","GO","SIM","F"
"corrupcao",0,0,"Giuseppe Vecci","PSDB","GO","SIM","M"
"corrupcao",1,1,"Heuler Cruvinel","PSD","GO","SIM","M"
"corrupcao",1,1,"João Campos","PRB","GO","SIM","M"
"corrupcao",0,0,"Jovair Arantes","PTB","GO","SIM","M"
"corrupcao",0,0,"Lucas Vergilio","SD","GO","SIM","M"
"corrupcao",0,0,"Magda Mofatto","PR","GO","SIM","F"
"corrupcao",0,0,"Marcos Abrão","PPS","GO","SIM","M"
"corrupcao",0,0,"Pedro Chaves","PMDB","GO","SIM","M"
"corrupcao",0,0,"Roberto Balestra","PP","GO","SIM","M"
"corrupcao",0,0,"Rubens Otoni","PT","GO","NAO","M"
"corrupcao",0,0,"Thiago Peixoto","PSD","GO","SIM","M"
"corrupcao",1,1,"Alberto Fraga","DEM","DF","SIM","M"
"corrupcao",1,1,"Augusto Carvalho","SD","DF","SIM","M"
"corrupcao",1,1,"Erika Kokay","PT","DF","NAO","F"
"corrupcao",0,0,"Izalci","PSDB","DF","SIM","M"
"corrupcao",0,0,"Laerte Bessa","PR","DF","SIM","M"
"corrupcao",0,0,"Rogério Rosso","PSD","DF","SIM","M"
"corrupcao",0,0,"Ronaldo Fonseca","PROS","DF","SIM","M"
"corrupcao",0,0,"Rôney Nemer","PP","DF","SIM","M"
"corrupcao",0,0,"Alan Rick","PRB","AC","SIM","M"
"corrupcao",0,0,"Angelim","PT","AC","NAO","M"
"corrupcao",0,0,"César Messias","PSB","AC","NAO","M"
"corrupcao",0,0,"Flaviano Melo","PMDB","AC","SIM","M"
"corrupcao",0,0,"Jéssica Sales","PMDB","AC","SIM","F"
"corrupcao",0,0,"Leo de Brito","PT","AC","NAO","M"
"corrupcao",0,0,"Rocha","PSDB","AC","SIM","M"
"corrupcao",0,0,"Sibá Machado","PT","AC","NAO","M"
"corrupcao",0,0,"Carlos Henrique Gaguim","PTN","TO","SIM","M"
"corrupcao",1,1,"César Halum","PRB","TO","SIM","M"
"corrupcao",0,0,"Dulce Miranda","PMDB","TO","SIM","F"
"corrupcao",0,0,"Irajá Abreu","PSD","TO","NAO","M"
"corrupcao",0,0,"Josi Nunes","PMDB","TO","SIM","F"
"corrupcao",0,0,"Lázaro Botelho","PP","TO","SIM","M"
"corrupcao",0,0,"Professora Dorinha Seabra Rezende","DEM","TO","SIM","F"
"corrupcao",0,0,"Vicentinho Júnior","PR","TO","NAO","M"
"corrupcao",0,0,"Adilton Sachetti","PSB","MT","SIM","M"
"corrupcao",0,0,"Carlos Bezerra","PMDB","MT","SIM","M"
"corrupcao",0,0,"Fabio Garcia","PSB","MT","SIM","M"
"corrupcao",0,0,"Nilson Leitão","PSDB","MT","SIM","M"
"corrupcao",1,1,"Professor Victório Galli","PSC","MT","SIM","M"
"corrupcao",0,0,"Ságuas Moraes","PT","MT","NAO","M"
"corrupcao",0,0,"Tampinha","PSD","MT","SIM","M"
"corrupcao",0,0,"Valtenir Pereira","PMDB","MT","NAO","M"
"corrupcao",0,0,"Alex Manente","PPS","SP","SIM","M"
"corrupcao",0,0,"Alexandre Leite","DEM","SP","SIM","M"
"corrupcao",0,0,"Ana Perugini","PT","SP","NAO","F"
"corrupcao",0,0,"Andres Sanchez","PT","SP","NAO","M"
"corrupcao",0,0,"Antonio Bulhões","PRB","SP","SIM","M"
"corrupcao",0,0,"Arlindo Chinaglia","PT","SP","NAO","M"
"corrupcao",0,0,"Arnaldo Faria de Sá","PTB","SP","SIM","M"
"corrupcao",0,0,"Arnaldo Jardim","PPS","SP","SIM","M"
"corrupcao",0,0,"Baleia Rossi","PMDB","SP","SIM","M"
"corrupcao",0,0,"Beto Mansur","PRB","SP","SIM","M"
"corrupcao",0,0,"Bruna Furlan","PSDB","SP","SIM","F"
"corrupcao",0,0,"Bruno Covas","PSDB","SP","SIM","M"
"corrupcao",0,0,"Capitão Augusto","PR","SP","SIM","M"
"corrupcao",0,0,"Carlos Sampaio","PSDB","SP","SIM","M"
"corrupcao",0,0,"Carlos Zarattini","PT","SP","NAO","M"
"corrupcao",0,0,"Celso Russomano","PRB","SP","SIM","M"
"corrupcao",0,0,"Dr. Sinval Malheiros","PTN","SP","SIM","M"
"corrupcao",1,1,"Duarte Nogueira","PSDB","SP","SIM","M"
"corrupcao",0,0,"Edinho Araújo","PMDB","SP","SIM","M"
"corrupcao",0,0,"Eduardo Bolsonaro","PSC","SP","SIM","M"
"corrupcao",0,0,"Eduardo Cury","PSDB","SP","SIM","M"
"corrupcao",1,1,"Eli Corrêa Filho","DEM","SP","SIM","M"
"corrupcao",0,0,"Evandro Gussi","PV","SP","SIM","M"
"corrupcao",1,1,"Fausto Pinato","PP","SP","SIM","M"
"corrupcao",0,0,"Flavinho","PSB","SP","SIM","M"
"corrupcao",0,0,"Floriano Pesaro","PSDB","SP","SIM","M"
"corrupcao",0,0,"Gilberto Nascimento","PSC","SP","SIM","M"
"corrupcao",0,0,"Goulart","PSD","SP","SIM","M"
"corrupcao",0,0,"Guilherme Mussi","PP","SP","SIM","M"
"corrupcao",0,0,"Herculano Passos","PSD","SP","SIM","M"
"corrupcao",0,0,"Ivan Valente","PSOL","SP","NAO","M"
"corrupcao",0,0,"Jefferson Campos","PSD","SP","SIM","M"
"corrupcao",0,0,"João Paulo Papa","PSDB","SP","SIM","M"
"corrupcao",0,0,"Jorge Tadeu Mudalen","DEM","SP","SIM","M"
"corrupcao",0,0,"José Mentor","PT","SP","NAO","M"
"corrupcao",0,0,"Keiko Ota","PSB","SP","SIM","F"
"corrupcao",0,0,"Luiz Lauro Filho","PSB","SP","SIM","M"
"corrupcao",0,0,"Luiza Erundina","PSOL","SP","NAO","F"
"corrupcao",0,0,"Major Olímpio","SD","SP","SIM","M"
"corrupcao",0,0,"Mara Gabrilli","PSDB","SP","SIM","F"
"corrupcao",0,0,"Marcelo Squassoni","PRB","SP","SIM","M"
"corrupcao",0,0,"Marcio Alvino","PR","SP","SIM","M"
"corrupcao",0,0,"Miguel Haddad","PSDB","SP","SIM","M"
"corrupcao",0,0,"Miguel Lombardi","PR","SP","SIM","M"
"corrupcao",0,0,"Milton Monti","PR","SP","SIM","M"
"corrupcao",0,0,"Missionário José Olímpio","DEM","SP","SIM","M"
"corrupcao",0,0,"Nelson Marquezelli","PTB","SP","SIM","M"
"corrupcao",0,0,"Nilto Tato","PT","SP","NAO","M"
"corrupcao",0,0,"Orlando Silva","PCDOB","SP","NAO","M"
"corrupcao",0,0,"Paulo Freire","PR","SP","SIM","M"
"corrupcao",0,0,"Paulo Maluf","PP","SP","SIM","M"
"corrupcao",0,0,"Paulo Pereira da Silva","SD","SP","SIM","M"
"corrupcao",1,1,"Paulo Teixeira","PT","SP","NAO","M"
"corrupcao",0,0,"Pastor Marcos Feliciano","PSC","SP","SIM","M"
"corrupcao",0,0,"Renata Abreu","PTN","SP","SIM","F"
"corrupcao",0,0,"Ricardo Izar","PP","SP","SIM","M"
"corrupcao",0,0,"Ricardo Tripoli","PSDB","SP","SIM","M"
"corrupcao",0,0,"Roberto Alves","PRB","SP","SIM","M"
"corrupcao",0,0,"Roberto de Lucena","PV","SP","SIM","M"
"corrupcao",0,0,"Rodrigo Garcia","DEM","SP","SIM","M"
"corrupcao",0,0,"Samuel Moreira","PSDB","SP","SIM","M"
"corrupcao",0,0,"Sérgio Reis","PRB","SP","SIM","M"
"corrupcao",0,0,"Silvio Torres","PSDB","SP","SIM","M"
"corrupcao",0,0,"Tiririca","PR","SP","SIM","M"
"corrupcao",0,0,"Valmir Prascidelli","PT","SP","NAO","M"
"corrupcao",1,1,"Vanderlei Macris","PSDB","SP","SIM","M"
"corrupcao",0,0,"Vicente Candido","PT","SP","NAO","M"
"corrupcao",0,0,"Vicentinho","PT","SP","NAO","M"
"corrupcao",0,0,"Vinicius Carvalho","PRB","SP","SIM","M"
"corrupcao",1,1,"Vitor Lippi","PSDB","SP","SIM","M"
"corrupcao",0,0,"Alberto Filho","PMDB","MA","SIM","M"
"corrupcao",0,0,"Aluisio Mendes","PTN","MA","NAO","M"
"corrupcao",0,0,"André Fufuca","PP","MA","SIM","M"
